"","genre","artist_name","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence"
"6684","Jazz","Peter White","Talkin' Bout Love","1vHhL1t4eeMNBqiaN87BlY",37,0.478,0.611,246093,0.584,0.943,"C",0.108,-8.159,"Minor",0.03,82.893,"4/4",0.534
"6685","Jazz","Anthony Wonsey Trio","The Peacocks","2oFgZSzpbXscqwZQyoFIzW",51,0.949,0.386,567920,0.148,0.792,"C",0.0665,-18.921,"Minor",0.0367,94.88,"4/4",0.128
"6686","Jazz","Julie London","I'm In The Mood For Love","6crfO56bDm0RjpctUuGs5X",63,0.963,0.581,149827,0.0543,0.000274,"C",0.0968,-14.595,"Major",0.0466,124.185,"4/4",0.175
"6687","Jazz","Mulatu Astatke","Munayé (My Muna)","1SX67Tr9tUsppN6jbdtyTt",39,0.921,0.833,303293,0.501,0.829,"F",0.0889,-7.095,"Major",0.045,115.468,"4/4",0.643
"6688","Jazz","Leprous","Bonneville","5tRb0Y2bloJGI8uskuAtRL",46,0.102,0.628,328560,0.649,0.504,"A",0.131,-8.672,"Minor",0.0452,109.009,"4/4",0.119
"6689","Jazz","B-Side","A Quiet Life","6l4yUeZIBm8vup641vk7rz",21,0.632,0.785,172421,0.4,0.659,"E",0.142,-9.951,"Minor",0.431,70.969,"4/4",0.275
"6690","Jazz","Emancipator","Seven Seas (feat. Madelyn Grant)","1avOILjbyRztDNexBvfuvJ",41,0.608,0.539,239947,0.635,0.156,"F",0.13,-8.625,"Minor",0.031,126.016,"4/4",0.153
"6691","Jazz","Hiromi","Seeker","2QcTsUlTKcrkIH3XVmML7Y",32,0.473,0.681,445133,0.322,0.906,"G#",0.0673,-13.687,"Major",0.039,89.152,"4/4",0.376
"6692","Jazz","Bobby Darin","Beyond the Sea","2EIaO5knwUA3F2qnf9LV3S",65,0.723,0.521,172480,0.516,0,"D",0.257,-7.456,"Minor",0.0369,136.483,"4/4",0.569
"6693","Jazz","Django Reinhardt","Montmartre","0XX4H46p4ahalPWzLz1zrr",32,0.992,0.604,145973,0.342,0.856,"D#",0.109,-9.659,"Major",0.0756,173.516,"4/4",0.732
"6694","Jazz","Freddie Hubbard","Delphia","34qsGHH3KTSn3DMTBwbH9y",36,0.94,0.399,439840,0.234,0.814,"F",0.0984,-15.567,"Major",0.0515,82.326,"4/4",0.188
"6695","Jazz","Emancipator","Jet Stream","42fGLwbmdlMvpNl1pl2axC",39,0.787,0.543,241747,0.666,0.833,"F",0.0802,-10.269,"Minor",0.0359,101.929,"4/4",0.269
"6696","Jazz","Sola Rosa","The Ace of Space","54o7aoJyLXAWKA6wfuuy1z",41,0.00158,0.726,277954,0.693,0.854,"D",0.082,-6.077,"Major",0.0445,84.999,"4/4",0.845
"6697","Jazz","Nai Palm","Have You Ever Been (To Electric Ladyland)","7mgWCXPKOWgOexqeYLGjeu",58,0.933,0.466,259760,0.257,2.45e-05,"A#",0.12,-9.087,"Minor",0.0393,117.962,"4/4",0.245
"6698","Jazz","Bill Evans","Blue In Green (Take 2)","0QjrKKVrUNmxokCLXUkBe2",37,0.937,0.415,266053,0.0879,0.853,"D",0.0985,-21.194,"Minor",0.0422,63.694,"4/4",0.0539
"6699","Jazz","Waldeck","Why Did We Fire the Gun?","4ZVUdPP0yrRBQtayp56Hyo",45,0.889,0.759,333281,0.475,0.808,"F",0.343,-9.69,"Minor",0.0398,101.475,"3/4",0.627
"6700","Jazz","Caravan Palace","Lone Digger","0thLhIqWsqqycEqFONOyhu",61,0.596,0.769,229805,0.924,0.0156,"F",0.114,-5.263,"Minor",0.051,123.989,"4/4",0.88
"6701","Jazz","Jeff Parker","Executive Life","0o183rGxPJrpjpI8QEB4bg",32,0.251,0.428,458854,0.492,0.801,"G",0.103,-9.947,"Major",0.034,80.044,"4/4",0.3
"6702","Jazz","Sonny Sharrock","Blind Willie","2zEWjJxi0zQv4yKhB8fxZn",31,0.674,0.598,190960,0.531,0.796,"E",0.094,-15.073,"Major",0.0824,113.179,"4/4",0.314
"6703","Jazz","The Budos Band","Rite of the Ancients","4ga70ragyKBu4XpBB5J61s",31,0.346,0.644,228093,0.786,0.798,"F#",0.336,-10.078,"Minor",0.0529,111.884,"4/4",0.772
"6704","Jazz","Deeb","Morningview","0T5CmX0qIcXoeMtrXEddWO",40,0.854,0.524,196770,0.337,0.899,"B",0.0934,-13.756,"Minor",0.285,80.525,"4/4",0.237
"6705","Jazz","Sammy Davis Jr.","You Are My Lucky Star - 1990 Remaster","5ZcVWyGfoOzeFKdUnZq3Fz",40,0.961,0.536,156733,0.0431,6.08e-05,"C",0.521,-16.823,"Major",0.0382,121.168,"4/4",0.412
"6706","Jazz","Billie Holiday","P.S. I Love You","5QTA0sSFZ9uzFkvdP0ZGKa",47,0.844,0.506,215440,0.0777,0,"F",0.134,-17.022,"Major",0.0516,111.61,"4/4",0.334
"6707","Jazz","Caligula's Horse","Bloom","1VkM27GQiI6NGJTtfpnqud",37,0.000742,0.287,194893,0.637,0.000326,"A",0.604,-5.994,"Minor",0.0434,108.169,"3/4",0.0597
"6708","Jazz","Artie Shaw","Begin The Beguine","1H13WKDhOgwVeWzveBPTh0",47,0.938,0.656,194933,0.238,0.134,"D",0.292,-10.889,"Major",0.0377,139.774,"4/4",0.616
"6709","Jazz","Marvin Santiago","Fuego A La Jicotea","19NriYaLQJIg06NkYlontw",37,0.424,0.825,201600,0.862,0.00198,"D",0.285,-2.072,"Major",0.0575,103.492,"4/4",0.965
"6710","Jazz","Melodiesinfonie","Tokyo","3qKzDxMgVaRVYaG4ZNUG4Z",62,0.63,0.638,73333,0.482,0.778,"A",0.273,-14.656,"Minor",0.0975,120.099,"4/4",0.229
"6711","Jazz","Birocratic","Holy Smokes","3zHxgYggWXO6K64oLpGtBx",33,0.246,0.722,161538,0.821,0.54,"C#",0.0903,-8.367,"Minor",0.0866,103.998,"4/4",0.643
"6712","Jazz","Willie Colón","Triste Y Vacia","5CdQoNIrBXIfrVgRaz3iPo",41,0.646,0.506,371773,0.624,0,"A",0.104,-4.997,"Minor",0.0362,94.979,"4/4",0.664
"6713","Jazz","Stan Getz","Saudade Vem Correndo","3QxAadrRx8aSEVd6Qzr8KF",52,0.946,0.634,219093,0.288,0.163,"E",0.366,-16.798,"Major",0.0377,90.633,"4/4",0.671
"6714","Jazz","Ajmw","Roses","6mg23Pdoa5TjdLKTocFRWf",51,0.832,0.721,82500,0.0796,0.91,"F",0.11,-12.89,"Minor",0.295,80.081,"4/4",0.494
"6715","Jazz","Ohio Players","I Want To Be Free","2JUBxYpuHP4dEJkx8u0g6N",34,0.243,0.497,412893,0.618,0.000556,"F",0.131,-8.428,"Major",0.122,142.274,"4/4",0.649
"6716","Jazz","Blockhead","Triptych Pt. 1","6Ymi2XTpUMG2fuMY2YPynG",34,0.325,0.801,243800,0.449,0.662,"C#",0.576,-7.614,"Major",0.0561,134.043,"4/4",0.128
"6717","Jazz","Christian Scott aTunde Adjuah","Perspectives","5WHwgHKeQvs7JNTCkn2BSe",34,0.687,0.445,262001,0.568,0.681,"G#",0.233,-7.004,"Minor",0.0389,77.824,"3/4",0.366
"6718","Jazz","Miles Davis Quintet","Four","644zdVPhE3YFFnAom35JGi",29,0.526,0.507,430067,0.592,6.85e-06,"C#",0.354,-6.596,"Major",0.0361,105.356,"4/4",0.674
"6719","Jazz","Earth, Wind & Fire","Can't Let Go","6a44RET0b0enJMb5PVQlr8",44,0.144,0.649,208693,0.794,0.000302,"F#",0.072,-9.46,"Major",0.0352,127.792,"4/4",0.966
"6720","Jazz","leaf beach","Analog","0z7QCHOnnIPiilUkEQ0Y1s",61,0.432,0.746,97433,0.371,0.423,"A",0.0954,-8.226,"Minor",0.332,174.256,"4/4",0.488
"6721","Jazz","Digable Planets","Jettin'","1BXastKgdI3AiFipVt69Fv",43,0.64,0.843,279373,0.585,0.0456,"C#",0.131,-14.268,"Major",0.0652,91.937,"4/4",0.835
"6722","Jazz","Oscar D'León","Vi en Tu Mirada","2cJXAb4ORVxm1v86m18BuK",0,0.969,0.376,208273,0.112,0.00137,"D",0.163,-18.05,"Minor",0.0328,77.625,"4/4",0.198
"6723","Jazz","Pat Coil","You're The Cream In My Coffee","5y7IlVN0Sc0T7UHZ1ZMI1a",38,0.891,0.701,196960,0.295,0.765,"A#",0.0815,-14.493,"Major",0.0354,135.937,"4/4",0.609
"6724","Jazz","Les McCann","Burnin' Coal","6q9tVjFGHBZ1nQcpmKthpv",38,0.505,0.508,398760,0.779,0.298,"D",0.0995,-9.032,"Minor",0.0403,79.528,"4/4",0.893
"6725","Jazz","Guthrie Govan","Beautiful Imperfection","4iEoUECNzIWUqBOnoRaU9y",42,0.239,0.366,140690,0.493,0.73,"C",0.172,-8.635,"Major",0.0336,173.657,"3/4",0.223
"6726","Jazz","Lando Chill","Floating to Nowhere","0dHINiJg9ESyCJi4IuoYrs",35,0.0843,0.734,233593,0.839,0,"C#",0.187,-4.999,"Major",0.265,86.936,"4/4",0.566
"6727","Jazz","Mujo","Christmas Chill","5DPOA0BfvqhGuiuosDgzMN",49,0.318,0.638,125067,0.0703,0.937,"C",0.107,-12.257,"Major",0.165,77.366,"4/4",0.648
"6728","Jazz","Esperanza Spalding","Rest In Pleasure","2Qt8IvUEDiAJ0Omd4O0Yrd",32,0.294,0.408,297187,0.588,6.35e-05,"F#",0.0944,-7.522,"Major",0.0562,73.649,"4/4",0.403
"6729","Jazz","Nujabes","Luv (sic) pt 4 Instrumentals","4yE4q67dJfxAHoWaf95k4E",34,0.623,0.807,310733,0.45,0.886,"C#",0.0942,-7.447,"Major",0.0416,93.991,"4/4",0.876
"6730","Jazz","Vince Guaraldi Trio","Christmas Is Coming","4YSSB7ZtqVnbsxybS5NHJC",44,0.786,0.39,205320,0.346,0.0124,"F",0.096,-14.285,"Major",0.037,82.582,"4/4",0.797
"6731","Jazz","Tommy Emmanuel","Lewis & Clark","13UVT1EvCcgiNRXhN3PKKh",31,0.887,0.443,242867,0.189,0.782,"F#",0.115,-15.276,"Minor",0.0375,99.005,"4/4",0.286
"6732","Jazz","Jerry Vale","Pretend You Don't See Her (with Percy Faith & His Orchestra)","7rQhvcrdVzteIDJAAI9Bel",32,0.8,0.198,162840,0.457,3.6e-05,"D#",0.162,-7.725,"Major",0.0328,173.871,"3/4",0.433
"6733","Jazz","Arve Henriksen","Opening Image","5c9QOZ23T5jyaPe0qdXDNx",35,0.961,0.185,255843,0.0538,0.658,"F#",0.168,-20.466,"Minor",0.0395,68.498,"4/4",0.0624
"6734","Jazz","Zero 7","Polaris","4YEF0rgt6rIhjQefIkJWTX",42,0.0298,0.227,288267,0.542,0.239,"G#",0.121,-10.469,"Minor",0.0476,78.636,"4/4",0.187
"6735","Jazz","Average White Band","Pick Up The Pieces","2x1LQq8lsUzAA2wNj8yjC9",56,0.0548,0.768,239908,0.853,0.13,"A#",0.0188,-5.915,"Minor",0.0427,107.234,"4/4",0.889
"6736","Jazz","B.T. Express","This Must Be the Night for Love","4SsoMFK1sm1NpQfXHxFHMG",42,0.0249,0.736,386267,0.726,0.00117,"B",0.0754,-8.004,"Minor",0.0572,123.134,"4/4",0.883
"6737","Jazz","Frank Zappa","Uncle Remus","4PPwkLq2ld1k09Bl5NkyZB",52,0.0322,0.38,169600,0.646,0.0282,"C",0.0872,-11.13,"Major",0.0411,162.461,"4/4",0.722
"6738","Jazz","Jimmy Durante","The Boys with the Proboscis - Remastered","20Xmfey4HmegLAh1Rz1Jng",3,0.858,0.746,155947,0.435,0,"A",0.932,-9.05,"Minor",0.86,118.361,"4/4",0.56
"6739","Jazz","Dinah Washington","What A Diff'rence A Day Made","0SmF5Ra14lagx2pIKLiuq7",39,0.945,0.308,151293,0.195,9.55e-05,"C",0.119,-13.039,"Major",0.0334,160.61,"4/4",0.258
"6740","Jazz","Joe McBride","An Evening In Dallas","5Qs1yJiXrcf4V8oqvar5Ut",27,0.0895,0.651,301200,0.749,0.867,"C",0.0946,-9.045,"Major",0.0329,97.067,"4/4",0.71
"6741","Jazz","Ella Fitzgerald","You Won't Be Satisfied (Until You Break My Heart)","08nmLxoQAHVFUtHdGNzMs2",46,0.916,0.594,175107,0.292,0,"G#",0.253,-8.995,"Major",0.0436,77.326,"4/4",0.515
"6742","Jazz","Keem the Cipher","Blossom.","3OCCA4n0QeItT6KcQGbqjf",59,0.125,0.794,130351,0.266,0.698,"C",0.121,-8.772,"Minor",0.216,82.153,"4/4",0.263
"6743","Jazz","The Main Ingredient","I'm So Proud","1xeWQGjKglXSsCHgmIzpYm",29,0.952,0.262,214307,0.302,0.408,"A#",0.234,-14.827,"Major",0.0305,137.895,"3/4",0.37
"6744","Jazz","James Tillman","Shangri La","2DRpGEMl4ubqeiXUFpULhO",42,0.522,0.432,213759,0.499,0.306,"D",0.114,-12.045,"Minor",0.0328,85.508,"4/4",0.524
"6745","Jazz","Maceo Parker","Children´s World","34ySPXepLaqJMJIbJcr8k0",42,0.524,0.605,650013,0.256,0.583,"A#",0.104,-13.619,"Minor",0.0433,141.242,"3/4",0.508
"6746","Jazz","Skinshape","Take My Time","5ooWGAzXs3fU7eKHCrwZyd",50,0.0815,0.614,183690,0.69,0.00589,"E",0.173,-7.47,"Minor",0.0249,106.963,"3/4",0.71
"6747","Jazz","LeRoyce","A1 Since Day 1","3AkI0OkSQNfl3b5L3Xc3lj",31,0.0154,0.686,195187,0.606,0,"G#",0.0573,-9.564,"Major",0.29,80.04,"4/4",0.726
"6748","Jazz","Chet Baker","Everything Happens To Me","2d0bYxU8jZntgNb9c1fGF5",49,0.902,0.535,302360,0.0737,1.56e-05,"E",0.331,-20.101,"Minor",0.0492,119.151,"4/4",0.232
"6749","Jazz","L'Indécis","Wine & Roses","2HGhEFK4vak0sLBJpVRRGO",39,0.342,0.531,223245,0.501,0.904,"G#",0.112,-8.612,"Minor",0.029,90.014,"4/4",0.488
"6750","Jazz","Joe Sample","Spellbound","2Oggvf3cUeo7upatVJZYps",31,0.0499,0.62,269773,0.573,0.864,"C",0.0675,-14.692,"Major",0.034,101.525,"4/4",0.766
"6751","Jazz","Cafe Jazz Deluxe","Misty Ash of Youth Music","4ojTT3EhkY1bMGTQEuPEqz",37,0.978,0.529,84155,0.0597,0.909,"F",0.11,-24.559,"Minor",0.0509,79.3,"3/4",0.361
"6752","Jazz","Joe Corfield","Shimmer","1ZUeYLbdfEv6a43AZi6mEJ",48,0.11,0.704,66250,0.545,0.697,"G",0.107,-6.858,"Major",0.0617,87.361,"4/4",0.925
"6753","Jazz","A Tribe Called Quest","Steppin' It Up","0OhHqIEtDur5NeMooGOs81",43,0.015,0.814,201933,0.636,1.7e-06,"A#",0.0295,-10.241,"Minor",0.396,95.731,"4/4",0.774
"6754","Jazz","Ronny Jordan","Keep Your Head Up","0oC8NiFS4UNepxVacFRdLr",41,0.61,0.851,281733,0.429,0.00286,"F",0.0905,-6.587,"Minor",0.165,82.851,"4/4",0.592
"6755","Jazz","Yazmin Lacey","Something My Heart Trusts","3x6MMrVeJrWLbLCs6wgMf0",54,0.474,0.698,277037,0.422,0.00301,"C#",0.0905,-7.775,"Major",0.0531,78.992,"4/4",0.428
"6756","Jazz","Stacey Kent","Never Let Me Go","4FCwx5XYXU5WQhfstq7Hdq",56,0.944,0.435,278267,0.0946,0.00173,"E",0.104,-20.698,"Major",0.0388,110.911,"4/4",0.128
"6757","Jazz","Quasimode","Down In The Village","7y8YT71woP61vMze8Lwf4N",44,0.102,0.596,390680,0.726,0.901,"G",0.0411,-8.54,"Major",0.0459,134.027,"4/4",0.725
"6758","Jazz","Joe Lovano","Emperor Jones","5wRlH3diPDfn9jv91hxkUy",52,0.93,0.336,314493,0.328,0.732,"G",0.111,-15.005,"Minor",0.0386,184.007,"3/4",0.222
"6759","Jazz","Brad Mehldau","Prelude To A Kiss","4PqiyUZuSwlssWRQPRkrFh",41,0.929,0.37,600533,0.104,0.908,"C",0.144,-21.112,"Major",0.0364,78.729,"3/4",0.134
"6760","Jazz","Angelo Badalamenti","Twin Peaks Theme","5xdtUZKYnE4l7KSzgQ6MBD",38,0.896,0.343,304720,0.191,0.898,"F",0.111,-15.171,"Major",0.0285,71.968,"1/4",0.0801
"6761","Jazz","Oscar Peterson Trio","Volare","5dIvbV5t3zSKYp1W1kr77v",41,0.911,0.827,166440,0.146,0.321,"A#",0.117,-17.926,"Minor",0.0506,118.809,"4/4",0.4
"6762","Jazz","Pete Rock","Something Funky","0OGI1qIyLwY8NqrUa0kg0B",36,0.48,0.773,262733,0.402,0.947,"C#",0.338,-7.979,"Minor",0.364,179.062,"4/4",0.718
"6763","Jazz","Dinah Washington","September In the Rain","6CuBgLgwDQFoJvoYbXp5pB",54,0.463,0.407,125027,0.295,4.46e-06,"C#",0.187,-12.847,"Major",0.0465,112.13,"4/4",0.664
"6764","Jazz","Kamasi Washington","The Psalmnist","5DGSGrhhKvSDQbCPk77s4T",26,0.421,0.62,438905,0.856,0.866,"G",0.133,-8.293,"Minor",0.111,111.563,"3/4",0.579
"6765","Jazz","Paul Hardcastle","Lost Summer","4bx7C5hmKNP4wh6tNkWs6t",37,0.0636,0.676,316973,0.86,0.314,"C",0.12,-6.558,"Major",0.0455,88.334,"4/4",0.875
"6766","Jazz","Bobby Timmons","Dat Dere","1HYV2wC9KWft9F9ZBISDHp",39,0.843,0.599,326133,0.321,0.761,"F",0.19,-16.659,"Minor",0.0332,134.835,"4/4",0.407
"6767","Jazz","Ralph Alessi","Oxide","4VKVAlGG8qCZlnpJAbxJP3",35,0.962,0.532,338973,0.111,0.938,"E",0.0825,-23.987,"Minor",0.0307,100.052,"4/4",0.193
"6768","Jazz","Bonus Points","Hammock Days","3RManzkqTmZxz0LWWpvJ4p",47,0.0175,0.693,153495,0.699,0.282,"C#",0.405,-7.688,"Major",0.0532,85.994,"4/4",0.471
"6769","Jazz","A Tribe Called Quest","Keep It Rollin'","6qwFuoKqoDI1lOifvEVrPP",47,0.0204,0.749,186067,0.359,0.000962,"B",0.178,-14.07,"Major",0.423,88.738,"4/4",0.761
"6770","Jazz","BluntOne","Umpaloopah","4hSgKDlp4NcpeEas68bWcn",42,0.374,0.803,50385,0.247,0.846,"C",0.119,-9.447,"Major",0.0907,76.639,"1/4",0.694
"6771","Jazz","Shubh Saran","Slip","5Ua0UoYF8qxUCwBY0WOjRl",35,0.155,0.42,199764,0.37,0.344,"F",0.098,-13.142,"Minor",0.0354,95.071,"3/4",0.742
"6772","Jazz","Java Jazz Cafe","Easy Listening Tune for Cafes and Coffee Houses","7vJmcThjLwnCvQl4cda3Va",37,0.846,0.699,72000,0.258,0.525,"G#",0.201,-12.411,"Major",0.0455,119.615,"4/4",0.672
"6773","Jazz","Maze","Silky Soul","13DPzltcv8RmuzQDfw2ItH",41,0.574,0.635,405200,0.661,1.25e-06,"C#",0.333,-13.962,"Minor",0.0404,93.048,"4/4",0.887
"6774","Jazz","Celia Cruz","Bemba Colora'","3LliuaMVeVCrhEyvdzrYU4",31,0.556,0.515,710853,0.775,0.00277,"F",0.955,-6.308,"Minor",0.106,121.364,"4/4",0.834
"6775","Jazz","DRWN.","Curls","3HdhYDYBnf1m8JPbjaXPyU",42,0.816,0.715,128675,0.277,0.00488,"A#",0.212,-7.986,"Minor",0.279,83.979,"4/4",0.544
"6776","Jazz","Louis Armstrong","It Don't Mean a Thing (If It Ain't Got That Swing)","4M5Mnz9ORqaMMUAgKtv3bI",36,0.543,0.714,240040,0.226,0.0255,"G",0.593,-13.247,"Minor",0.197,96.247,"4/4",0.545
"6777","Jazz","GoldFish","We come together (Fishy beat radio edit) (feat. Sakhile Moleshe)","5tO7Ag4pwW1J5vrZjRGzGt",41,0.0324,0.819,218880,0.839,0,"F",0.11,-6.721,"Minor",0.118,124.931,"4/4",0.911
"6778","Jazz","The Contortionist","Language I: Intuition","4YvzltIBqtA7CobNtRFIsA",49,0.0154,0.33,324107,0.735,0.656,"F",0.212,-6.007,"Minor",0.0375,135.114,"4/4",0.162
"6779","Jazz","Dorothy Ashby","Little Sunflower","3A6e928yOFJ0MhlG7xrFDW",39,0.9,0.687,227467,0.377,0.824,"A#",0.0988,-15.868,"Major",0.0678,77.26,"4/4",0.629
"6780","Jazz","Skinshape","Fountayne","4HrwJY2pwaWmrjlycG5ESs",36,0.0272,0.531,204823,0.56,0.454,"D",0.108,-8.502,"Minor",0.0256,140.051,"4/4",0.276
"6781","Jazz","Benny Goodman","Don't Be That Way","7Bto5shUBaNnD3YDv1rnXv",41,0.87,0.689,201587,0.267,0.866,"G",0.0766,-11.567,"Minor",0.0728,162.677,"4/4",0.725
"6782","Jazz","Sons Of Kemet","My Queen Is Albertina Sisulu","28uZjhU60BosFYSMJLJoQ3",37,0.192,0.404,314693,0.775,0.891,"D",0.0757,-8.34,"Major",0.122,202.823,"3/4",0.784
"6783","Jazz","Nat King Cole Trio","All I Want For Christmas (Is My Two Front Teeth)","4xXMJbzVQSCyprr4PG5sBj",52,0.895,0.771,151333,0.158,0,"F#",0.144,-10.374,"Minor",0.0621,130.094,"4/4",0.504
"6784","Jazz","Thievery Corporation","Take My Soul","5QaXLFb3P053gtSt41g8YN",43,0.522,0.55,231560,0.58,0.929,"F",0.111,-6.71,"Minor",0.0289,84.853,"4/4",0.482
"6785","Jazz","Jonathan Fritzén","Melting (feat. Alex Crown)","1F71sKQlMIlCrPxVaAo1ox",35,0.529,0.569,319070,0.492,0.701,"B",0.142,-10.633,"Minor",0.0335,157.03,"4/4",0.382
"6786","Jazz","Tia Ray","一生等你","4DjpnQALG4qrKMwVXychrD",39,0.889,0.31,216820,0.322,0,"C#",0.0693,-12.38,"Minor",0.0515,92.99,"3/4",0.19
"6787","Jazz","Mujo","Hearthstrings","0DXxufkokRJqwwgxxiwuLE",44,0.585,0.786,97014,0.151,0.849,"G",0.136,-13.828,"Minor",0.177,81.185,"4/4",0.33
"6788","Jazz","Anita Baker","I Apologize - Single Version","42PgBU5zsMItWXs9Gd9MIP",48,0.488,0.581,256200,0.509,0,"B",0.0703,-10.9,"Major",0.0528,77.255,"4/4",0.363
"6789","Jazz","Stan Getz","Corcovado (Quiet Nights Of Quiet Stars)","3ACbXtVFvKEeeOc0TZrgBE",32,0.956,0.547,140840,0.151,0.000102,"A",0.128,-15.735,"Minor",0.0453,128.868,"4/4",0.388
"6790","Jazz","Milt Jackson","S.K.J.","3cGQV0JaTjzB4nMe9h3oru",31,0.834,0.721,317413,0.154,0.164,"B",0.121,-21.037,"Major",0.0435,112.055,"4/4",0.415
"6791","Jazz","Bill Evans","Love Theme From 'Spartacus'","3oz50kNixpP5LV7z35460N",39,0.989,0.436,311240,0.122,0.934,"B",0.124,-21.927,"Minor",0.0407,125.509,"4/4",0.353
"6792","Jazz","Nujabes","Music is mine","45ejirK0hfPnsjgzj3s7gP",43,0.231,0.672,260467,0.767,0.815,"F#",0.356,-6.845,"Minor",0.0546,105.987,"4/4",0.503
"6793","Jazz","dude26","Zu Beginn","4UOH1cWPXvo6Y3ADe9CNsc",51,0.823,0.801,198586,0.363,0.00341,"F",0.107,-10.867,"Major",0.312,85.958,"4/4",0.53
"6794","Jazz","John Allred","The Great Unknown","5f0sKCcjWgVHBCKlTvXKNm",34,0.666,0.619,214910,0.142,0,"A",0.112,-15.284,"Major",0.0286,139.84,"4/4",0.44
"6795","Jazz","Stanley Clarke","Sweet Baby","38705PDjZZVeWxfTRsTlJr",55,0.338,0.627,227200,0.368,0,"E",0.229,-14.22,"Major",0.0451,145.418,"4/4",0.258
"6796","Jazz","Django Reinhardt","Ol' Man River","05MFbS192zBQEOYnwvj0OP",34,0.881,0.698,207971,0.317,0.781,"G",0.0962,-12.906,"Major",0.0501,152.914,"4/4",0.911
"6797","Jazz","Tommy Guerrero","White Sands","3EhuEeTQP2tAICvTakOEYF",44,0.134,0.626,179982,0.598,0.929,"B",0.101,-6.407,"Minor",0.0295,91.322,"4/4",0.774
"6798","Jazz","Melodiesinfonie","Srolang","3bWzKjnnvzjP3wR4CbZJYV",37,0.0609,0.606,193133,0.522,0.0161,"C",0.0944,-8.035,"Major",0.292,86.975,"4/4",0.389
"6799","Jazz","Morcheeba","Part Of The Process","2p6LJjbN8fqkbIeIHfjL7P",33,0.176,0.615,264840,0.526,0.0128,"C",0.127,-7.503,"Major",0.0284,155.972,"4/4",0.383
"6800","Jazz","Marion Meadows","Samba De Playa (feat. Will Downing)","3FrFSCQSol7d6PKum2p41f",33,0.404,0.729,289152,0.509,0.000267,"F",0.168,-8.716,"Minor",0.0918,140.029,"4/4",0.447
"6801","Jazz","Frankie Ruiz","Para Darte Fuego","2cve4uCzwIDUfAuqQxt3JD",37,0.0733,0.549,282853,0.833,1.03e-05,"C",0.16,-5.646,"Major",0.0388,99.094,"4/4",0.965
"6802","Jazz","Bernard ""Pretty"" Purdie","Stranded","51fJ7JP56JbTIX6IIgUd96",31,0.11,0.67,388227,0.424,0.000593,"A",0.0978,-8.499,"Minor",0.0441,142.44,"3/4",0.374
"6803","Jazz","Madeleine Peyroux","Dance Me To The End Of Love","5xqdfnqW6GijQLopbufMb5",52,0.857,0.49,235640,0.403,0.00127,"F",0.11,-9.82,"Minor",0.0422,138.309,"4/4",0.433
"6804","Jazz","Chris Botti","La Belle Dame Sans Regrets","1kTZPhmN8PW3KrXahh8rs8",35,0.5,0.568,331163,0.349,0.393,"G",0.151,-17.092,"Major",0.0414,150.034,"4/4",0.261
"6805","Jazz","Gypsy Jazz Caravan","Take 5","2TQn4MhMOcdDY7UpriyR81",46,0.464,0.509,189280,0.304,0.000183,"E",0.119,-14.043,"Minor",0.0684,170.116,"5/4",0.608
"6806","Jazz","People Under The Stairs","Encore","6YuuwHxSr1Ow0W02WTEZhq",36,0.331,0.555,124210,0.779,0,"C#",0.782,-6.7,"Major",0.226,82.157,"4/4",0.537
"6807","Jazz","Lafayette Afro Rock Band","Darkest Light - Remastered","72mudXRDKdCxUu0He3W6H6",51,0.296,0.373,385546,0.78,0.0424,"B",0.379,-5.783,"Major",0.0509,105.144,"4/4",0.539
"6808","Jazz","Proleter","Throw It Back (Instrumental)","0455myqKgrIkofngPOUhpK",37,0.109,0.516,181511,0.705,0.546,"C#",0.104,-4.358,"Minor",0.0966,171.68,"4/4",0.87
"6809","Jazz","Jessy J","Lovesong","6kRGkRQHf8vWPAJ791dEgq",35,0.797,0.742,316378,0.287,0.622,"G#",0.0988,-10.569,"Major",0.0371,118.947,"4/4",0.23
"6810","Jazz","Proleter","What Lana Says","5l1deuLMR3ZqRAdq5SpVeE",45,0.187,0.603,279200,0.469,0.738,"F#",0.0932,-8.925,"Minor",0.0553,175.901,"4/4",0.705
"6811","Jazz","Marcus Johnson","88 Loves to Love","3FzXTmnZ5XOhdqtwwjyvKz",28,0.326,0.598,299027,0.546,0.81,"F",0.0954,-10.652,"Minor",0.0357,87.946,"4/4",0.794
"6812","Jazz","Snarky Puppy","The Simple Life","0BxjKDejgglQ5ThMmkeLup",38,0.00159,0.552,241720,0.787,0.853,"A",0.13,-9.176,"Minor",0.0736,165.875,"4/4",0.907
"6813","Jazz","Kirk Whalum","Now 'Til Forever","0d35bMZSg3bbOR59IWtKfx",40,0.476,0.543,276907,0.653,0.66,"D",0.134,-10.006,"Major",0.0393,170.721,"4/4",0.592
"6814","Jazz","John Coltrane","Moment's Notice - Rudy Van Gelder Edition/2003 Digital Remaster/24-Bit Mastering","3TnqliDSJY2iWjL6F38ocE",43,0.731,0.509,550760,0.606,0.00361,"D#",0.256,-7.621,"Major",0.0365,123.351,"4/4",0.793
