"","genre","artist_name","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence"
"1557","Country","Cole Swindell","Down Home Boys","72bEHvkU7j8kVk53F0FhNz",44,0.0222,0.492,173987,0.834,0,"C#",0.195,-4.304,"Major",0.0456,185.966,"4/4",0.502
"1558","Country","Travis Tritt","Put Some Drive In Your Country","7bA9OA2ygwYIUPp5VRrBva",37,0.0399,0.674,259067,0.83,0.000164,"A",0.599,-6.769,"Major",0.0347,107.66,"4/4",0.893
"1559","Country","Don Williams","You're My Best Friend - Single Version","3zMQb4SeoweO18buS9XWSZ",36,0.94,0.504,167733,0.135,0.00282,"C#",0.131,-20.037,"Major",0.0319,129.133,"4/4",0.358
"1560","Country","Alan Jackson","Country Boy","5RuCWf4bJC0rqA05b7nWfd",60,0.259,0.73,246080,0.684,1.53e-06,"A",0.111,-10.803,"Major",0.0351,139.037,"4/4",0.564
"1561","Country","Brooks & Dunn","Cowboy Town","23NFxWt1YeAcrrJCpdT63P",37,0.0134,0.564,199320,0.81,0.00496,"G",0.323,-5.402,"Major",0.0445,122.083,"4/4",0.226
"1562","Country","Buddy Guy","Feels Like Rain","5MTsZG10E0hTvAkdioyPnw",49,0.438,0.572,275267,0.348,0.000731,"C",0.235,-13.454,"Major",0.0293,73.303,"4/4",0.34
"1563","Country","Billy Currington","She's Got A Way With Me","1McClHTPrlm8y05QIVb82y",38,0.374,0.649,284613,0.516,4.67e-06,"E",0.0995,-6.172,"Major",0.0255,128.935,"4/4",0.341
"1564","Country","Blake Shelton","Boys 'Round Here (feat. Pistol Annies & Friends)","39FwE8edwuyiaa4PrGBkP7",65,0.251,0.611,288760,0.688,2.35e-06,"D",0.248,-6.369,"Major",0.0529,169.895,"4/4",0.649
"1565","Country","Taylor Acorn","Seventeen","4ZFH4Fy0LOkHpRt4K5DCMv",47,0.0833,0.552,202887,0.58,0,"C#",0.149,-3.478,"Major",0.0281,141.827,"3/4",0.476
"1566","Country","Billy Currington","Tangled Up","3ZUswpQWAt8QMD8Mq3SjTw",34,0.00124,0.555,246147,0.91,1.75e-06,"A",0.224,-4.385,"Major",0.0548,129.792,"4/4",0.431
"1567","Country","Florida Georgia Line","This Is How We Roll","2TR7A4ulH9R1PNwMyd8o8U",69,0.016,0.555,220907,0.931,0,"G#",0.405,-2.969,"Major",0.0367,132.085,"4/4",0.723
"1568","Country","Josh Turner","Swing Low, Sweet Chariot","5G0q9DjioqqgxIY54QngYJ",43,0.0208,0.618,231467,0.789,0.000328,"F",0.0989,-6.284,"Major",0.0278,99.978,"4/4",0.637
"1569","Country","Mitchell Tenpenny","Laid Back","5xlGt0tjMv0he9oq2nYIuR",42,0.0178,0.516,169169,0.907,1.7e-06,"A",0.331,-4.136,"Major",0.0415,172.086,"4/4",0.857
"1570","Country","Dierks Bentley","Thinking Of You","3guvNDQOT5mJTxIaiae32T",41,0.743,0.633,421733,0.378,0.025,"E",0.0763,-11.068,"Major",0.0417,118.091,"4/4",0.0395
"1571","Country","Luke Bryan","First Love Song","2CKtqXjVa5tEFZkIqWTg5c",36,0.0248,0.53,276520,0.633,0,"B",0.0929,-5.264,"Major",0.0255,142.024,"4/4",0.443
"1572","Country","Lady Antebellum","Things People Say","5zdmJbDAUu4ki6495fdNui",41,0.418,0.592,230333,0.564,0,"G#",0.113,-5.356,"Major",0.0374,149.861,"4/4",0.314
"1573","Country","Austin Burke","Sleepin' Around","2epIcEoW44P2YWzFfUJQ2c",42,0.0304,0.636,177467,0.811,1.38e-05,"E",0.382,-5.582,"Major",0.0311,106.941,"4/4",0.39
"1574","Country","Sammy Kershaw","She Don't Know She's Beautiful","3rvVhgG1inZCtQ1Qf0V5SA",64,0.35,0.764,174627,0.646,0,"A",0.0823,-9.349,"Major",0.0305,116.115,"4/4",0.886
"1575","Country","Rob Baird","Run of Good Luck","4Px5YO3pRfrswEkVWxXhz8",51,0.7,0.543,225400,0.166,2.86e-06,"F#",0.105,-12.921,"Major",0.0347,130.018,"4/4",0.3
"1576","Country","Big Smo","Redneck Rich","0ibcFKQayP5OA8yQsGlzN5",37,0.17,0.59,161240,0.653,0,"G",0.31,-8.877,"Major",0.18,168.079,"4/4",0.397
"1577","Country","Blake Shelton","God Gave Me You","0w9LJae3sVlZlH2CnxTInF",62,0.00481,0.483,229533,0.844,7.29e-05,"D",0.405,-5.043,"Major",0.0314,151.977,"4/4",0.543
"1578","Country","Dustin Lynch","Red Dirt, Blue Eyes","5jIP14Y0DYIWmgAEtIQ1KE",0,0.0601,0.508,197093,0.841,1.92e-05,"G#",0.218,-4.517,"Major",0.0622,159.937,"4/4",0.779
"1579","Country","Tucker Beathard","Hate It","0OiPywghdF1h6Vkpm2Whyr",36,0.199,0.575,223366,0.761,2.5e-05,"B",0.116,-2.961,"Major",0.0335,179.945,"4/4",0.48
"1580","Country","Waylon Jennings","Can't You See","3vGB7pK6KJaspU73i1M30n",49,0.112,0.637,225698,0.528,0.00387,"E",0.0679,-11.723,"Major",0.0319,90.821,"4/4",0.505
"1581","Country","Glen Campbell","It's Just a Matter of Time","2Nar74mf8qESr15kGYcPCD",0,0.385,0.417,148427,0.377,0,"F#",0.116,-10.586,"Major",0.0354,202.318,"3/4",0.498
"1582","Country","Colt Ford","Dancin’ While Intoxicated (DWI) [feat. LoCash Cowboys & Redneck Social Club]","2FUPVuev8af7yv864FmRTt",38,0.00685,0.831,235768,0.743,0,"F",0.0555,-6.393,"Major",0.161,127.958,"4/4",0.7
"1583","Country","George Strait","She'll Leave You With A Smile","3QHmTTi3i6tZ733gVO7AKd",35,0.173,0.48,188067,0.332,0.000279,"G",0.1,-12.16,"Major",0.0285,135.428,"4/4",0.207
"1584","Country","Rascal Flatts","These Days","5nWgEBtaRwVrCMjer1RtLm",56,0.271,0.578,254493,0.738,0,"G",0.0651,-4.109,"Major",0.0427,81.962,"4/4",0.352
"1585","Country","Keith Urban","Drop Top","7xUv1Igrk1WG79VfD0xsXS",51,0.0559,0.664,224623,0.765,6.23e-05,"F",0.108,-6.357,"Minor",0.103,160.013,"4/4",0.811
"1586","Country","Tim McGraw","Friend Of A Friend","33jIy7e0Efhpm7l3TnhBUc",37,0.0254,0.529,313160,0.563,4.61e-05,"D#",0.0974,-7.371,"Major",0.0284,101.554,"4/4",0.104
"1587","Country","Frankie Ballard","Drinky Drink","3f43dEkgDEcqo2aSD2BbTW",39,0.0241,0.507,179067,0.943,0,"D",0.317,-5.516,"Major",0.0809,176.024,"4/4",0.837
"1588","Country","Bubba Sparxxx","Country to the City (feat. Jg Made Um Look)","2L7mrYVvjtTssCK2hDI1zJ",42,0.00178,0.911,332459,0.552,2.16e-06,"D",0.0956,-8.311,"Major",0.199,97.239,"4/4",0.384
"1589","Country","Cross Canadian Ragweed","Carney Man","4LbFmi00ID89Cu9upr0dWa",35,0.22,0.517,236960,0.508,1.31e-05,"C",0.328,-13.594,"Major",0.0461,87.543,"4/4",0.471
"1590","Country","Jim Reeves","He'll Have to Go","7DH5dXVuQaqcKf9oTy9oUN",56,0.909,0.554,138640,0.186,0.00144,"C#",0.11,-15.846,"Major",0.0379,81.181,"3/4",0.2
"1591","Country","Rascal Flatts","What Hurts The Most - Remastered Version","2cLBCsQB6ghuOmJv2IHIZy",35,0.00944,0.536,213387,0.653,0,"G#",0.247,-5.089,"Major",0.0274,135.974,"4/4",0.36
"1592","Country","Dierks Bentley","Back Porch","6iXR53HZcqavpFeSsPldXI",40,0.0127,0.686,191440,0.806,1.19e-05,"C",0.346,-5.463,"Major",0.0307,104.96,"4/4",0.809
"1593","Country","Lady Antebellum","Our Kind Of Love","4mtIIpksLr41WmzNHyUtKy",43,0.047,0.632,249253,0.926,0.000169,"E",0.116,-3.463,"Major",0.0322,112.058,"4/4",0.889
"1594","Country","Carrie Underwood","Remind Me - duet with Brad Paisley","10yIZv28DUZPHkdqJfzEZs",48,0.0533,0.484,253000,0.78,1.27e-06,"F",0.507,-3.275,"Major",0.0312,140.758,"4/4",0.311
"1595","Country","Dan + Shay","From the Ground Up","0lQJBl9YEsoMtE8D4yTE9g",67,0.333,0.281,253933,0.58,0,"A",0.122,-5.967,"Major",0.0323,151.568,"3/4",0.282
"1596","Country","Cole Swindell","Dozen Roses & A Six-Pack","3Ne1RRcRpIn2RBYyuidXcS",49,0.251,0.463,269120,0.723,2.27e-05,"G#",0.199,-4.01,"Major",0.0294,149.877,"4/4",0.266
"1597","Country","Brad Paisley","Whiskey Lullaby","4BXkf6yww23Vdju7E1fUrn",65,0.74,0.587,259453,0.35,0,"D",0.156,-10.954,"Major",0.0318,74.479,"4/4",0.17
"1598","Country","Montgomery Gentry","Folks Like Us","3wvqBVJRwSlG6886ol0tuB",38,0.0588,0.626,188360,0.886,4.4e-06,"F#",0.0964,-2.669,"Major",0.0466,113.99,"4/4",0.654
"1599","Country","Aaron Goodvin","You Are","4pR9PmOWAZXIDBGGvAL6rt",37,0.00725,0.719,181667,0.669,0,"D#",0.0625,-5.511,"Major",0.0625,125.989,"4/4",0.915
"1600","Country","Roger Creager","Love","7zZKjQDm8JNFkrxRvafHid",36,0.192,0.692,230747,0.369,2.49e-05,"A",0.102,-8.465,"Major",0.0336,96.826,"4/4",0.614
"1601","Country","Uncle Kracker","Follow Me","4KoecuyOpZaNFZ0UqVsllc",71,0.439,0.817,218440,0.585,0,"F",0.147,-4.688,"Major",0.0301,105.014,"4/4",0.916
"1602","Country","Eric Church","Jack Daniels","0EsozsJjBFWTGXcfQHU7iQ",54,0.257,0.735,304040,0.732,0.0698,"D",0.0587,-6.284,"Major",0.0415,144.674,"4/4",0.92
"1603","Country","Joe Nichols","Sunny and 75","6YGqR5D82R4xc4pqgj0KZo",55,0.192,0.539,207120,0.89,2.36e-06,"C",0.102,-4.422,"Major",0.0603,120.048,"4/4",0.243
"1604","Country","Lee Roy Parnell","On The Road","0QCwbcQegRzVSnybXCA6cZ",36,0.234,0.712,278813,0.632,0.000119,"G#",0.0397,-10.355,"Major",0.0289,122.675,"4/4",0.75
"1605","Country","Taylor Ray Holbrook","Times We Had (feat. Colt Ford & Charlie Farley)","7fVLO0rY5q4QoRQcoh3Pak",54,0.0981,0.755,203283,0.577,0,"G",0.0698,-8.752,"Major",0.0769,135.948,"4/4",0.425
"1606","Country","Steve Earle","L.A. Freeway","646Vf31zl0ykkNoIb6PsQZ",44,0.607,0.45,246053,0.387,0.000286,"A",0.12,-10.09,"Major",0.0277,127.395,"4/4",0.389
"1607","Country","Waylon Jennings","Old Five and Dimers (Like Me)","2kaBq9EUrUtR1KHoaJZ4md",39,0.722,0.651,186467,0.214,0.0533,"A",0.0958,-15.843,"Major",0.0283,82.598,"4/4",0.496
"1608","Country","Merle Haggard","Big City","7MYCBhcWtRSJ7YXTfIHlI8",50,0.275,0.707,179333,0.401,0.000296,"E",0.201,-14.222,"Major",0.0533,136.188,"4/4",0.602
"1609","Country","Seckond Chaynce","Never Let You Go","17DxU6JeEmpvjqBgLvexUa",36,0.0193,0.614,245708,0.844,0,"F#",0.0889,-4.458,"Major",0.0349,129.034,"4/4",0.505
"1610","Country","Randy Travis","Three Wooden Crosses","1S4fpfX2u0hzFD9vb6FEB6",61,0.459,0.523,201267,0.501,0,"C#",0.0818,-9.276,"Major",0.0366,158.179,"4/4",0.391
"1611","Country","Hank Williams III","Mississippi Mud","6D7P6KUScLkN2IcTu1tbSA",44,0.189,0.744,202627,0.795,0.000712,"G",0.195,-6.443,"Major",0.0444,145.833,"4/4",0.912
"1612","Country","Lady Antebellum","I Did With You","5QxxDIviHoTJ9qHpaf0wMM",44,0.113,0.695,196520,0.844,0,"D",0.184,-3.546,"Major",0.044,123.925,"3/4",0.536
"1613","Country","Lee Brice","Hard To Love","6E9V9TRlVOLjenGjHemzEH",70,0.0119,0.638,224293,0.722,0.00808,"A",0.189,-6.177,"Major",0.0332,103.017,"4/4",0.469
"1614","Country","Love and Theft","Runaway","3x5VSzCT9x9LB6uPomLZXs",51,0.142,0.592,229760,0.812,0,"C#",0.14,-4.334,"Minor",0.0399,140.486,"4/4",0.577
"1615","Country","Josh Ward","Ain't It Baby","6YnYcWR2i1BorJAtMHBG9j",37,0.00711,0.554,220360,0.835,0,"E",0.102,-5.102,"Major",0.0377,112.004,"4/4",0.535
"1616","Country","The Bellamy Brothers","Redneck Girl","2HJ5wMy8ENB5BaS2xx81R7",51,0.0449,0.701,201907,0.849,0.00012,"A",0.0854,-4.779,"Major",0.0364,124.596,"4/4",0.88
"1617","Country","Carter Winter","Ohio","5QnUzNTXcePNqcC7kuX22v",38,0.0332,0.546,229107,0.722,3.23e-05,"A#",0.0681,-4.605,"Minor",0.0252,94.488,"4/4",0.714
"1618","Country","Easton Corbin","A Thing For You","3RiByRpDeye5aGXCI7R1Mj",38,0.232,0.523,174413,0.61,0.000308,"F#",0.12,-5.963,"Major",0.0267,173.021,"4/4",0.321
"1619","Country","Kris Kristofferson","Why Me","5xpd9uCrrCnh7ssgoAnAFK",0,0.861,0.626,177840,0.255,0,"E",0.339,-12.726,"Major",0.0297,91.624,"3/4",0.492
"1620","Country","Kane Brown","Used to Love You Sober","6V3wTb4VVDWRw3YEDgc6Py",63,0.0405,0.525,181680,0.674,0,"C#",0.339,-6.053,"Major",0.0282,147.978,"4/4",0.431
"1621","Country","Upchurch","Radio Jam","1Sc1O9WeRIUEuOLxAcPRKD",57,0.443,0.588,220082,0.528,0,"A",0.258,-12.109,"Major",0.0589,80.02,"4/4",0.314
"1622","Country","Florida Georgia Line","People Back Home","0z7QtUDEnzmSPG8I6t9Jxg",51,0.0399,0.558,240267,0.947,4.27e-06,"A#",0.175,-3.797,"Major",0.0423,129.994,"4/4",0.418
"1623","Country","Jason Aldean","Any Ol' Barstool - Recorded at Spotify Studios NYC","1ANqk7eCLJ5FqjHiL1ln9e",45,0.557,0.595,200516,0.403,0,"A",0.273,-8.567,"Major",0.0274,143.85,"4/4",0.438
"1624","Country","Billy Currington","Drinkin' Town With A Football Problem","1vMnUuz3iSTaI1XGwVEJUI",48,0.00492,0.549,253186,0.886,5.46e-05,"F#",0.162,-3.477,"Major",0.0343,122.066,"4/4",0.503
"1625","Country","Johnny Cash","I Walk the Line","7hxZF4jETnE5Q75rKQnMjE",71,0.877,0.713,176533,0.258,0.00606,"A",0.0967,-14.59,"Major",0.0384,98.805,"4/4",0.56
"1626","Country","Lady Antebellum","Damn You Seventeen","4ROIpecKhA8Nd2L5QPDDnN",39,0.212,0.463,241053,0.722,1.29e-05,"F",0.177,-6.697,"Major",0.0362,163.958,"4/4",0.543
"1627","Country","Kacey Musgraves","A Spoonful Of Sugar - From ""Mary Poppins""","5ohYQZfcLlD4Lvf8lt3VCA",45,0.487,0.486,218427,0.558,0,"D#",0.135,-8.418,"Major",0.0609,112.493,"4/4",0.515
"1628","Country","Luke Pell","Make Em Proud","45C47njNfUFZTsw4ZSSDlu",54,0.0899,0.546,207360,0.769,0,"C#",0.34,-3.82,"Major",0.0294,144.008,"4/4",0.573
"1629","Country","Kenny Chesney","All I Want for Christmas Is a Real Good Tan","0la64DF1pXfSU0Ff6EH8Cr",41,0.569,0.73,278000,0.394,0,"E",0.207,-11.818,"Major",0.0264,102.999,"4/4",0.728
"1630","Country","Clay Walker","She Won't Be Lonely Long","0158TMiGmHyibaDeaUKayX",59,0.00643,0.635,209253,0.758,0,"G",0.229,-5.772,"Major",0.0243,113.002,"4/4",0.322
"1631","Country","Willie Nelson","A Woman's Love","4IkhRQizRckM60amLGAQhg",40,0.559,0.651,201960,0.465,0.00918,"D",0.178,-11.318,"Minor",0.0279,140.036,"4/4",0.439
"1632","Country","Jason Michael Carroll","I Can Sleep When I'm Dead","2u6s2syrvEngTM3Ejm3dQh",36,0.0637,0.597,201827,0.979,1.15e-05,"D",0.389,-2.676,"Major",0.0722,134.972,"4/4",0.75
"1633","Country","Trent Harmon","There’s A Girl","6VzugG03A5OieXT0BZmZxe",51,0.191,0.53,215013,0.805,0,"G",0.0697,-5.549,"Major",0.0397,96.926,"4/4",0.359
"1634","Country","Dylan Scott","Closer","3NxEwtyyiMKo1pJkh5KDR7",40,0.703,0.623,220125,0.354,0,"E",0.178,-7.64,"Minor",0.0403,79.898,"4/4",0.315
"1635","Country","LOCASH","C.O.U.N.T.R.Y.","2Kn9IS5qxaEY1NOZwwpa7T",38,0.0137,0.37,233187,0.895,0.000865,"D",0.194,-3.783,"Major",0.0398,101.96,"4/4",0.826
"1636","Country","Levon Helm","When I Go Away","04mvrWQLC4ELnshJGLFVxu",50,0.44,0.636,272573,0.722,0,"G#",0.136,-6.374,"Major",0.0352,124.158,"4/4",0.93
"1637","Country","Thomas Rhett","Cardboard Heart","7KK5qTTb3TycT1crezYzGx",47,0.0123,0.684,165893,0.786,0,"A",0.039,-5.024,"Major",0.0351,97.972,"4/4",0.836
"1638","Country","Chris LeDoux","One Less Tornado","5qdmrZD79v5MP7oRtSb3Ae",34,0.522,0.316,230200,0.566,0,"E",0.246,-7.005,"Major",0.0313,157.176,"3/4",0.602
"1639","Country","Marty Robbins","Faleena (from El Paso)","2jqx9Oq9ZErm5ywDblnvHi",42,0.875,0.644,498387,0.353,0,"E",0.14,-10.562,"Major",0.0357,96.898,"3/4",0.645
"1640","Country","Jason Aldean","Water Tower","1KmquVzXEoIHUZuZqKGRvs",45,0.25,0.592,223867,0.387,6.79e-05,"G",0.088,-8.086,"Major",0.027,128.82,"4/4",0.329
"1641","Country","Clay Walker","Working on Me","4b2v0Vk5TNDs2JZPeiC670",49,0.0496,0.529,234935,0.728,0,"B",0.054,-6.541,"Minor",0.0293,77.058,"3/4",0.429
"1642","Country","Rascal Flatts","Bless the Broken Road - Acoustic","25FjcKQ4IWvVnhqu4XUcpm",51,0.742,0.603,234080,0.36,0,"C",0.233,-8.841,"Major",0.0309,122.021,"4/4",0.347
"1643","Country","Wilco","I am trying to break your heart","3HWxpLKnTlz6jE3Vi5dTF2",51,0.317,0.467,418200,0.536,0.0119,"E",0.123,-10.906,"Major",0.0268,85.958,"4/4",0.429
"1644","Country","Lori McKenna","The Time I've Wasted","1JtvwshkJMxfm4oRhJp93C",62,0.796,0.473,213249,0.25,8.83e-05,"F",0.101,-11.263,"Major",0.0304,145.027,"4/4",0.261
"1645","Country","Tim Hicks","Stompin' ground","2qYn2Kgi0DojWmbeROoWJs",34,0.151,0.694,189573,0.935,0,"A",0.0609,-3.941,"Minor",0.0549,98.028,"4/4",0.861
"1646","Country","Eddie Rabbitt","Suspicions","19oPsdlHwigJm2Ewk1ypRb",35,0.325,0.601,260867,0.293,8.46e-06,"F",0.0813,-16.445,"Minor",0.0509,143.362,"4/4",0.652
"1647","Country","Jamey Johnson","Playing The Part","0beXxmynGqSiUP87RZsJS7",42,0.288,0.592,269200,0.633,0.0104,"D",0.638,-9.621,"Major",0.0456,120.32,"4/4",0.57
"1648","Country","Chris Young","The Dashboard","3XTFwVhWlr3R6jc0tAHdXP",44,0.616,0.486,211453,0.506,0,"D",0.123,-6.123,"Major",0.0291,137.784,"4/4",0.275
"1649","Country","Buddy Brown","My Big Ole Truck","6nPGP4HfKWe6zy5qWls2wm",41,0.0347,0.603,209053,0.769,0,"E",0.238,-4.654,"Major",0.0435,144.143,"4/4",0.651
"1650","Country","Rascal Flatts","Let It Hurt","1Cy71Rb6aB5EjVYVYvVFIx",50,0.0764,0.459,233693,0.603,0,"C",0.201,-5.848,"Major",0.0283,135.836,"4/4",0.317
"1651","Country","Pistol Annies","Leavers Lullaby","3nJvx36ecMGNrUnWzHDTM7",40,0.0535,0.525,241827,0.417,0.00945,"A",0.101,-7.699,"Major",0.0306,143.911,"4/4",0.35
"1652","Country","George Strait","When Did You Stop Loving Me","2CI3l8Y6H78e86YLRDMtQ7",49,0.403,0.537,170200,0.406,0.000163,"D",0.0909,-10.305,"Major",0.0249,85.244,"4/4",0.47
"1653","Country","Tech N9ne Collabos","We Just Wanna Party (feat. Rittz, Darrein Safron)","7fr3rlr8Q20PcUvSB2Pwsn",45,0.027,0.768,241186,0.676,0,"C#",0.466,-6.63,"Minor",0.0701,103.967,"4/4",0.327
"1654","Country","Chase Bryant","Little Bit of You","4AumKAnMygP1baZGTZrRdp",59,0.0639,0.612,186240,0.865,0,"C#",0.0801,-4.277,"Major",0.0424,121.972,"4/4",0.643
"1655","Country","Upchurch","Bells","4IIe0nhbucP0cFONORgX5p",45,0.0044,0.53,203883,0.796,0.000308,"A#",0.126,-5.089,"Minor",0.0389,166.022,"4/4",0.536
"1656","Country","Little Big Town","A Little More You","55A7YBPBfjq8Hz17oWXUSr",43,0.318,0.573,265693,0.732,2.39e-06,"D#",0.0716,-6.849,"Major",0.0376,158.038,"4/4",0.736
"1657","Country","Kenny Chesney","Ain't Back Yet","5jjoS9t9LgIsSGbVrtoKR7",41,0.0308,0.602,239813,0.944,0.00256,"A#",0.436,-4.238,"Major",0.0427,106.958,"4/4",0.797
"1658","Country","Lynyrd Skynyrd","I Know A Little","2lTzyO5cIVBztF1PSnTNQL",45,0.0901,0.397,206907,0.566,0.00525,"D",0.169,-11.728,"Major",0.075,196.722,"4/4",0.79
"1659","Country","Brothers Osborne","Down Home","60eLXCCvVUm1WT6l5P6VA5",45,0.00528,0.383,218973,0.855,0.0011,"B",0.166,-5.683,"Major",0.0446,169.161,"4/4",0.749
"1660","Country","Lynyrd Skynyrd","Simple Man","1ju7EsSGvRybSNEsRvc7qY",68,0.0465,0.43,356627,0.767,0.000112,"F#",0.142,-8.561,"Major",0.042,120.353,"4/4",0.409
"1661","Country","Carrie Underwood","Dirty Laundry","5qRRiqndqXaq2QBudIrkYU",59,0.0595,0.456,204093,0.874,1.12e-05,"A#",0.111,-4.129,"Minor",0.114,200.179,"4/4",0.5
"1662","Country","Ryan Griffin","Woulda Left Me Too","5GOLGi2dpY0oYwVmxZXjL8",59,0.673,0.564,223880,0.452,0.00105,"E",0.0923,-8.588,"Major",0.0603,147.912,"4/4",0.173
"1663","Country","Brett Young","Not Over You - Recorded at Sound Stage Studios Nashville","5hS4YR5CkE6YF5sH0d9boA",57,0.116,0.598,215282,0.808,0,"G",0.305,-6.875,"Major",0.0602,141.913,"4/4",0.571
"1664","Country","Jana Kramer","When You're Lonely","6M6N3uadO58MsSBp4uodQ4",37,0.25,0.667,211267,0.696,9.43e-06,"C",0.111,-4.898,"Major",0.0335,99.975,"4/4",0.151
"1665","Country","Florida Georgia Line","Never Let Her Go","3IC8Rm2a46m3lcy3icCXQU",37,0.0434,0.483,259947,0.322,0,"C#",0.209,-11.071,"Minor",0.0277,135.757,"4/4",0.247
"1666","Country","Alan Jackson","I'll Fly Away","3otPJZCk274E2FIS1ESA3H",45,0.72,0.677,133160,0.449,0,"F#",0.165,-9.8,"Major",0.034,112.926,"4/4",0.378
"1667","Country","Eric Church","Chevy Van - Live At Jacksonville Veterans Memorial Arena, Jacksonville, FL / May 5, 2017","2JTRYKPIr7MxmSiVHWLfvR",34,0.766,0.554,181452,0.532,3.26e-05,"F",0.972,-9.033,"Major",0.0378,120.198,"5/4",0.696
"1668","Country","Zac Brown Band","Keep Me in Mind - Greatest Hits Version","4FpkkXQWOhhKn8iLGVwajg",50,0.168,0.688,214080,0.713,0,"F#",0.189,-6.157,"Major",0.0339,96.009,"4/4",0.545
"1669","Country","Wade Bowen","Songs About Trucks","1NJFtyJJVpwOmPVeE886Hb",43,0.0933,0.639,201693,0.668,0,"D#",0.105,-7.328,"Major",0.0279,116.993,"4/4",0.477
"1670","Country","Mini Thin","Meth Labs & Moonshine","2Kzq5gPlQEdLbkhLWnkoie",40,0.422,0.616,220615,0.679,0,"C#",0.0718,-10.836,"Major",0.541,178.962,"4/4",0.529
"1671","Country","George Strait","She'll Leave You With A Smile - Edit","1gRCa3l4LBaRfHihirJa4A",46,0.6,0.626,164750,0.562,7.38e-05,"E",0.173,-7.321,"Major",0.0225,97.933,"4/4",0.506
"1672","Country","Montgomery Gentry","Back When I Knew It All","5FswubJV9JkSOsumQsqAy0",39,0.00275,0.616,237480,0.817,4.36e-05,"D",0.429,-5.544,"Major",0.0335,124.074,"4/4",0.474
"1673","Country","Ray Fulcher","Anything Like You Dance","0hHTO2KHEcsULw3Huhol6J",53,0.141,0.692,198601,0.887,1.52e-06,"B",0.178,-5.458,"Major",0.0644,114.056,"4/4",0.45
"1674","Country","Sunny Sweeney","Better Bad Idea","0sx3xRUVJQdf5oDf9kTfEA",38,0.0355,0.664,195984,0.707,0.0142,"A#",0.0906,-7.153,"Minor",0.0432,95.218,"4/4",0.716
"1675","Country","Jenny Lewis","Heads Gonna Roll","4j8SIEQwxT7I4o6quMIpaa",52,0.435,0.38,313405,0.685,0.00129,"C",0.137,-6.244,"Major",0.038,128.449,"4/4",0.331
"1676","Country","Johnny Cash","Baby Ride Easy (with June Carter Cash)","3uktHVijqOMqLKhXQSTmrY",52,0.657,0.619,161533,0.727,0,"A",0.16,-6.493,"Major",0.0408,121.698,"4/4",0.697
"1677","Country","Brett Eldredge","Cycles","78iKx1RaJC4xamPDykihW7",46,0.561,0.435,209773,0.696,0,"F#",0.0738,-7.541,"Major",0.0691,85.606,"4/4",0.346
"1678","Country","Michael Ray","Summer Water","64PnD6LNHnwDy2qX91Tkce",40,0.0247,0.542,186533,0.721,0,"A",0.283,-4.714,"Major",0.0266,140.007,"4/4",0.471
"1679","Country","Lee Brice","Friends We Won't Forget","17wOzNAceJ9qxdyK0Yqes0",38,0.0104,0.348,218947,0.895,0,"G#",0.231,-5.268,"Major",0.0683,173.963,"4/4",0.361
"1680","Country","Billy Currington","Swimmin' In Sunshine","44iCDBcbRiuHY47klyQeG0",35,0.0265,0.508,286187,0.869,0,"G",0.0589,-3.475,"Major",0.0449,179.898,"4/4",0.726
"1681","Country","Sara Evans","Not Over You (feat. Gavin DeGraw)","0IiB5z6d30qELn5yTe2wjM",39,0.166,0.563,232173,0.789,1.41e-06,"B",0.171,-4.403,"Minor",0.0519,141.957,"4/4",0.57
"1682","Country","Catherine McGrath","Just In Case - Acoustic","2ViAxjf9aF2pgfpXYy0AwM",51,0.907,0.611,194162,0.345,0,"F",0.117,-6.629,"Major",0.0326,99.805,"4/4",0.251
"1683","Country","Jordan Davis","So Do I","0MjbiK4r82QTmDiJPvBngj",50,0.128,0.545,187913,0.903,0,"B",0.111,-3.876,"Major",0.0602,174.115,"4/4",0.847
"1684","Country","Cole Swindell","Should've Ran After You","1v6XnDkovn8M2y7yM9jQUp",49,0.000841,0.253,211970,0.884,5.83e-05,"B",0.0905,-3.581,"Minor",0.114,166.01,"4/4",0.54
"1685","Country","Chris Stapleton","A Simple Song","1XXl9pl7ObojHbyJetY75n",61,0.87,0.613,216013,0.199,0.000218,"F",0.104,-16.36,"Major",0.0298,77.104,"4/4",0.376
"1686","Country","Cole Swindell","Swayin'","4f0F00ALzEMFh7tCvscXss",42,0.0664,0.425,206453,0.689,0,"G#",0.102,-3.153,"Major",0.0335,145.868,"4/4",0.384
"1687","Country","Brooks & Dunn","A Man This Lonely","5juqQxSEQMltScWFiGliYQ",40,0.23,0.559,212788,0.616,8.81e-06,"E",0.0741,-4.218,"Major",0.0258,92.378,"4/4",0.288
"1688","Country","Hank Williams, Jr.","There's A Tear In My Beer","03IsQTh85NKrbTrc3MZU48",49,0.689,0.572,172560,0.456,0,"C#",0.0651,-11.621,"Major",0.0254,143.287,"4/4",0.883
"1689","Country","Rascal Flatts","My Wish - Remastered Version","3baPeTwR3B1WZ5fgcZshrX",35,0.0339,0.539,246160,0.786,1.5e-05,"E",0.147,-4.761,"Major",0.0321,135.736,"4/4",0.467
